Grado,POBTOT_BC,PROM_HNV_BC
Primaria,2.837311238,1.249104573
Primaria,2.597772995,1.483641724
Primaria,2.000112052,0.973526213
Primaria,2.744457462,1.458794032
Primaria trunca,2.086754338,2.430575271
Primaria,4.070452766,1.427087009
Primaria,3.590504184,1.361372298
Primaria,2.968806696,1.013494338
Primaria,2.555818145,1.520090993
Primaria,4.282341645,1.505020863
Primaria,2.086754338,1.30289662
Primaria,4.107527332,1.543866075
Primaria trunca,3.767528611,1.468164723
Primaria,2.511249635,1.578779943
Primaria,3.191159381,1.433487494
Primaria,3.099066523,1.847285644
Primaria,2.555818145,1.320359673
Primaria,1.90231005,1.443032374
Primaria,2.674916838,1.404445948
Primaria,3.155830429,1.219507466
Primaria,2.865695503,1.573021677
Primaria,3.864543656,1.16607686
Primaria,4.078894111,1.288761336
Primaria,4.520866329,1.394626303
Primaria,2.919184899,1.573021677
Primaria trunca,3.383742604,1.495899021
Primaria trunca,3.827554765,1.526073241
Primaria trunca,2.555818145,1.477471841
Primaria,2.164451056,1.635088435
Primaria,3.669059571,1.558520566
Primaria,3.301800263,1.62122318
Primaria,3.015064485,1.181563055
Primaria,3.191159381,1.069145973
Primaria,2.164451056,1.30289662
Primaria trunca,2.412878417,1.558520566
Primaria,2.89295941,1.465048269
Primaria,2.837311238,1.662413019
Primaria,2.637393466,1.138532969
Primaria trunca,2.807714735,1.337599649
Primaria trunca,3.67721132,1.212004555
Primaria,2.086754338,1.30289662
Primaria,3.408914121,1.381422222
Primaria,1.790213214,1.662413019
Preparatoria,1.659178241,0.725577031
Primaria trunca,2.992328459,1.84252863
Primaria trunca,1.659178241,0.725577031
Primaria,3.467862138,1.48978403
Secundaria,1.90231005,0.530433921
Primaria,3.224705245,1.320359673
Primaria,3.079025749,1.662413019
Primaria,4.72509502,1.226968426
Primaria,5.07794102,1.230683332
Primaria,4.264297818,1.285204187
Primaria,2.412878417,1.288761336
Primaria,3.301800263,1.267275796
Primaria,2.637393466,1.662413019
Primaria,5.403551016,1.358001645
Primaria,4.213240936,1.477471841
Primaria,4.454874812,1.401180595
Primaria,4.421058835,1.374771764
Primaria,4.267344486,1.371434282
Primaria,4.484705217,1.430291
Primaria,4.818522294,1.341021411
Secundaria,5.920735845,1.263661204
Primaria,5.412796451,1.274475901
Primaria,4.802487933,1.397907394
Primaria,3.852460646,1.458794032
Primaria,3.03706367,1.158265447
Primaria,4.53432058,1.320359673
Primaria,4.066186703,1.404445948
Secundaria,4.859762596,0.995882196
Primaria,5.182120123,1.364734593
Primaria,4.615448671,1.378101063
Primaria,5.669573872,1.270880677
Primaria,3.660800364,1.397907394
Primaria,2.086754338,1.081659632
Secundaria,2.744457462,1.394626303
Primaria,2.086754338,0.855550319
Primaria,2.744457462,1.816077799
Secundaria,2.164451056,1.181563055
Primaria,5.275961756,1.30289662
Primaria,4.571061031,1.334169206
Primaria,4.223161906,1.16996538
Primaria,4.322370847,1.219507466
Primaria,3.652430945,1.048020797
Primaria trunca,1.90231005,1.274475901
Primaria,4.432557106,1.371434282
Secundaria,3.571635424,1.252758585
Primaria,2.234822631,1.081659632
Primaria,3.652430945,1.455656179
Primaria,2.299089791,1.728483342
Secundaria,2.164451056,1.361372298
Primaria trunca,2.164451056,0.580629749
Primaria trunca,3.693202957,1.401180595
Primaria,4.053201868,1.573021677
Primaria,4.078894111,1.278061524
Primaria trunca,1.306011992,0.416421864
Primaria trunca,1.90231005,1.662413019
Primaria,4.382614713,1.549746501
Sin escolaridad,1.501912842,0.290570478
Primaria trunca,2.597772995,0.894491454
Primaria trunca,1.790213214,2.216293045
Primaria trunca,2.164451056,1.181563055
Primaria trunca,2.807714735,0.927623138
Primaria trunca,3.444925472,1.781686484
Primaria,3.03706367,1.410953269
Primaria,3.973761886,1.540916462
Primaria,3.301800263,1.532029678
Primaria trunca,2.919184899,1.578779943
Primaria,3.958583141,1.498946356
Primaria trunca,3.988567419,1.561432948
Primaria,4.192877958,1.30289662
Primaria,3.490008315,1.5080481
Primaria trunca,3.444925472,1.534998293
Primaria,5.184357913,1.368088572
Primaria,4.760171481,1.404445948
Primaria trunca,1.790213214,0.416421864
Primaria trunca,2.000112052,1.181563055
Primaria trunca,2.299089791,1.443032374
Primaria,2.89295941,1.465048269
Primaria trunca,1.90231005,2.01940016
Primaria,4.296959179,1.263661204
Primaria trunca,2.358194492,1.689214902
Primaria trunca,1.659178241,2.01940016
Primaria,1.90231005,1.791597778
Primaria,3.099066523,1.073330462
Primaria trunca,3.635349926,1.5110687
Primaria trunca,2.944445342,1.699794056
Primaria trunca,2.463735744,2.169482701
Primaria trunca,2.555818145,1.320359673
Primaria trunca,3.396450511,1.699794056
Primaria,4.562101164,1.526073241
Primaria,1.659178241,0.894491454
Primaria trunca,1.90231005,1.181563055
Primaria,3.301800263,1.640596224
Primaria trunca,3.11852702,1.249104573
Primaria trunca,2.086754338,1.852026875
Primaria,4.251948309,1.458794032
Primaria trunca,2.511249635,1.764173343
Primaria,4.380123402,1.274475901
Primaria trunca,3.421142295,1.274475901
Primaria,5.038647594,1.461924717
Primaria,3.67721132,1.62122318
Primaria trunca,2.358194492,0.875168676
Primaria trunca,3.099066523,1.455656179
Primaria,5.277354949,1.458794032
Primaria,4.824134325,1.404445948
Primaria,3.921608198,1.009113582
Primaria trunca,3.882231452,1.635088435
Primaria,3.608826604,1.439858144
Primaria trunca,3.617792274,1.738772775
Primaria trunca,4.579878396,1.552677371
Primaria,3.408914121,1.181563055
Primaria trunca,3.11852702,0.936935026
Primaria trunca,3.03706367,1.543866075
Primaria,3.814712137,1.060736729
Primaria trunca,2.000112052,1.30289662
Primaria trunca,3.11852702,1.699794056
Primaria,3.54223676,1.461924717
Primaria trunca,3.643948456,1.715515126
Primaria,5.497867323,1.313401568
Primaria trunca,2.919184899,0.675310153
Primaria trunca,2.463735744,2.054792179
Primaria trunca,2.865695503,1.870836194
Primaria trunca,2.89295941,1.417429676
Primaria trunca,1.659178241,2.216293045
Primaria trunca,2.299089791,1.181563055
Primaria trunca,2.412878417,1.791597778
Primaria trunca,3.456495985,1.62122318
Primaria trunca,2.511249635,1.956962574
Primaria,2.807714735,1.274475901
Primaria trunca,2.776802513,1.245440562
Primaria trunca,2.968806696,0.725577031
Primaria,2.555818145,1.417429676
Primaria trunca,3.155830429,1.154342408
Primaria trunca,3.240862021,1.430291
Primaria,3.808188788,1.492844923
Primaria trunca,3.03706367,1.267275796
Primaria trunca,3.467862138,1.534998293
Primaria,1.790213214,2.390091572
Primaria trunca,3.03706367,1.256402655
Primaria,2.234822631,1.791597778
Primaria trunca,2.919184899,1.452511122
Sin escolaridad,1.306011992,2.216293045
Primaria trunca,2.164451056,1.965736267
Primaria trunca,3.079025749,1.662413019
Primaria,1.659178241,1.30289662
Primaria trunca,2.463735744,1.181563055
Primaria trunca,3.224705245,1.743889517
Primaria trunca,2.637393466,1.00030762
Primaria,2.968806696,1.573021677
Primaria trunca,2.637393466,1.361372298
Primaria trunca,2.358194492,1.468164723
Primaria trunca,2.086754338,1.081659632
Sin escolaridad,2.000112052,1.274475901
Primaria,2.511249635,1.394626303
Primaria,2.234822631,1.181563055
Primaria trunca,3.058370539,1.281637601
Primaria trunca,3.643948456,1.477471841
Primaria trunca,2.744457462,1.791597778
Primaria trunca,2.944445342,2.305711628
Primaria trunca,2.299089791,1.791597778
Primaria trunca,3.240862021,1.806336283
Sin escolaridad,2.086754338,0.580629749
Primaria trunca,2.511249635,0.918243567
Primaria trunca,2.412878417,1.114458515
Primaria trunca,2.992328459,1.295847534
Primaria trunca,2.234822631,1.181563055
Primaria trunca,2.837311238,1.00030762
Primaria trunca,2.597772995,0.725577031
Primaria,2.968806696,0.927623138
Primaria trunca,1.90231005,0.530433921
Primaria trunca,2.511249635,1.57013356
Primaria trunca,3.015064485,1.69715672
Primaria trunca,2.358194492,1.361372298
Primaria trunca,3.11852702,1.334169206
Primaria,1.306011992,0.725577031
Primaria trunca,3.561986224,1.337599649
Primaria trunca,3.208144321,0.725577031
Primaria trunca,2.234822631,1.181563055
Primaria,3.581140043,1.461924717
Primaria trunca,2.968806696,1.138532969
Primaria trunca,2.89295941,1.455656179
Primaria trunca,1.90231005,0.184515341
Primaria,1.90231005,0.973526213
Primaria trunca,2.463735744,1.13455091
Primaria trunca,3.03706367,1.651547133
Primaria trunca,3.444925472,1.371434282
Primaria trunca,2.412878417,1.081659632
Primaria trunca,2.086754338,0.725577031
Primaria trunca,3.500801004,0.865397052
Primaria trunca,3.256633169,1.540916462
Primaria trunca,3.905043792,1.391337282
Primaria trunca,3.155830429,1.154342408
Primaria trunca,2.412878417,1.181563055
Primaria trunca,3.396450511,1.667814519
Primaria trunca,2.234822631,0.530433921
Primaria trunca,2.807714735,1.004718045
Primaria trunca,3.716447772,1.16607686
Primaria trunca,3.058370539,1.561432948
Primaria trunca,2.412878417,1.443032374
Primaria trunca,2.89295941,1.430291
Primaria trunca,2.555818145,1.681227943
Primaria trunca,2.637393466,1.852026875
Primaria trunca,3.521855035,1.561432948
Primaria,3.396450511,1.635088435
Primaria trunca,2.865695503,1.486716307
Primaria trunca,2.412878417,1.017860419
Primaria trunca,2.944445342,1.495899021
Primaria trunca,3.272035984,1.200670413
Primaria trunca,2.234822631,1.791597778
Primaria trunca,2.412878417,1.728483342
Primaria trunca,2.865695503,1.646082396
Primaria trunca,2.000112052,2.216293045
Primaria trunca,2.710546369,0.784410691
Primaria trunca,2.234822631,1.004718045
Primaria trunca,2.637393466,1.748987804
Primaria,3.978737655,0.927623138
Primaria trunca,2.511249635,1.327282089
Primaria,3.015064485,1.295847534
Primaria trunca,1.659178241,2.334935168
Primaria trunca,2.164451056,1.791597778
Primaria trunca,3.561986224,1.354622588
Primaria,2.511249635,1.181563055
Primaria trunca,3.608826604,1.146461296
Primaria trunca,2.299089791,1.30289662
Primaria trunca,3.224705245,1.394626303
Primaria trunca,2.000112052,1.910004933
Primaria trunca,2.555818145,0.830596585
Primaria,2.511249635,0.941565915
Primaria trunca,2.086754338,1.520090993
Primaria trunca,3.456495985,1.581650145
Primaria trunca,2.358194492,1.728483342
Primaria,2.000112052,0.226435582
Primaria,2.637393466,1.736207437
Primaria trunca,1.306011992,0
Primaria trunca,2.968806696,1.38804029
Primaria,3.344056723,0.725577031
Primaria trunca,2.086754338,1.443032374
Primaria trunca,2.511249635,1.394626303
Primaria trunca,2.412878417,1.910004933
Primaria trunca,2.086754338,1.102254504
Primaria trunca,2.234822631,1.30289662
Primaria trunca,2.89295941,0.815386754
Primaria trunca,1.790213214,2.390091572
Sin escolaridad,2.234822631,1.593072026
Primaria trunca,2.164451056,1.791597778
Primaria,2.412878417,2.01940016
Primaria trunca,2.164451056,2.087336467
Primaria trunca,2.637393466,1.662413019
Primaria trunca,2.637393466,1.320359673
Primaria trunca,3.079025749,1.624007271
Primaria trunca,2.358194492,1.593072026
Primaria trunca,2.299089791,1.910004933
Primaria trunca,3.155830429,1.43667653
Primaria,4.598795845,1.443032374
Primaria trunca,2.086754338,1.181563055
Primaria trunca,1.90231005,0.226435582
Primaria trunca,2.463735744,1.30289662
Primaria trunca,3.015064485,1.2923091
Primaria trunca,2.744457462,1.561432948
Primaria,3.693202957,1.341021411
Primaria trunca,2.807714735,1.718118329
Primaria trunca,2.463735744,0.725577031
Primaria trunca,3.701047868,1.69715672
Primaria trunca,2.463735744,1.256402655
Primaria trunca,2.000112052,1.520090993
Primaria trunca,1.790213214,2.01940016
Primaria trunca,2.000112052,1.048020797
Primaria trunca,2.412878417,2.121140638
Primaria,2.968806696,1.2923091
Primaria trunca,2.164451056,1.30289662
Primaria trunca,2.463735744,1.791597778
Primaria trunca,1.90231005,1.443032374
Primaria trunca,2.865695503,1.791597778
Primaria trunca,1.90231005,1.417429676
Primaria trunca,2.086754338,0.855550319
Primaria trunca,3.11852702,1.480560247
Sin escolaridad,1.501912842,0.894491454
Primaria trunca,2.086754338,0.973526213
Primaria trunca,1.047778307,2.305711628
Primaria trunca,1.306011992,1.048020797
Primaria trunca,2.412878417,1.578779943
Primaria trunca,1.790213214,0.725577031
Primaria trunca,2.000112052,1.361372298
Primaria trunca,2.086754338,1.520090993
Primaria trunca,2.299089791,1.520090993
Primaria trunca,2.164451056,0.725577031
Primaria trunca,2.164451056,0.184515341
Primaria trunca,3.272035984,1.212004555
Primaria trunca,2.086754338,0.855550319
Primaria trunca,3.652430945,1.801440403
Primaria trunca,2.299089791,2.060949662
Primaria trunca,3.058370539,1.715515126
Primaria trunca,2.919184899,1.43667653
Primaria trunca,3.015064485,1.009113582
Primaria trunca,3.03706367,1.520090993
Primaria trunca,3.099066523,1.098161242
Primaria trunca,3.11852702,1.825753141
Primaria trunca,2.944445342,1.465048269
Primaria trunca,3.456495985,1.241766492
Primaria trunca,3.208144321,1.728483342
Primaria trunca,2.086754338,1.443032374
Primaria trunca,2.086754338,1.102254504
Primaria,2.637393466,1.341021411
Primaria trunca,2.511249635,1.245440562
Primaria trunca,2.597772995,1.635088435
Primaria,4.476342488,1.505020863
Primaria,2.674916838,0.680995804
Primaria trunca,1.90231005,1.662413019
Primaria trunca,3.155830429,1.643342
Primaria trunca,1.790213214,1.791597778
Primaria trunca,2.299089791,0.830596585
Primaria trunca,2.89295941,0.530433921
Primaria trunca,2.674916838,0.875168676
Primaria trunca,3.256633169,1.181563055
Primaria trunca,2.086754338,0.725577031
Primaria trunca,3.344056723,0.904044961
Primaria trunca,2.000112052,2.305711628
Primaria trunca,2.086754338,0.725577031
Primaria trunca,2.234822631,1.017860419
Primaria trunca,2.776802513,1.468164723
Primaria trunca,3.191159381,0.986985913
Primaria,2.000112052,2.01940016
Primaria trunca,2.463735744,1.635088435
Primaria trunca,2.412878417,1.520090993
Primaria trunca,2.086754338,2.430575271
Primaria trunca,1.90231005,0.484767919
Primaria trunca,1.790213214,1.274475901
Primaria trunca,2.299089791,0.927623138
Primaria trunca,2.463735744,0.927623138
Primaria trunca,2.637393466,1.741333462
Primaria trunca,2.597772995,1.181563055
Primaria trunca,1.790213214,0.725577031
Primaria trunca,2.463735744,2.060949662
Primaria,2.511249635,1.048020797
Primaria trunca,1.659178241,0
Primaria trunca,2.299089791,0.530433921
Sin escolaridad,2.358194492,1.910004933
Primaria trunca,3.256633169,1.142503073
Sin escolaridad,1.659178241,1.361372298
Primaria trunca,2.597772995,1.245440562
Primaria trunca,2.89295941,1.181563055
Sin escolaridad,2.299089791,1.081659632
Primaria trunca,2.299089791,1.840144169
Sin escolaridad,2.358194492,1.593072026
Primaria trunca,3.852460646,0.768634567
Primaria trunca,4.511053694,1.446199256
Sin escolaridad,2.776802513,0.894491454
Primaria trunca,3.11852702,1.578779943
Primaria trunca,2.463735744,1.181563055
Primaria trunca,3.173729076,1.208237209
Primaria trunca,3.208144321,0.941565915
Primaria trunca,2.164451056,1.458794032
Primaria trunca,2.234822631,0.484767919
Primaria trunca,2.776802513,1.520090993
Primaria,2.358194492,0.658096596
Primaria trunca,2.086754338,1.256402655
Primaria trunca,2.637393466,1.520090993
Primaria trunca,2.412878417,1.458794032
Primaria trunca,3.467862138,1.646082396
Primaria trunca,1.501912842,1.520090993
Primaria trunca,2.086754338,1.615638269
Primaria trunca,3.532127347,1.781686484
Primaria trunca,3.708795374,1.648817432
Primaria trunca,1.790213214,2.01940016
Primaria trunca,2.412878417,1.102254504
Primaria trunca,2.299089791,1.707676533
Primaria trunca,1.90231005,0.530433921
Primaria,2.086754338,1.081659632
Primaria trunca,2.086754338,1.30289662
Sin escolaridad,1.659178241,1.30289662
Primaria trunca,2.358194492,1.394626303
Primaria trunca,1.790213214,1.181563055
Primaria trunca,2.234822631,1.840144169
Primaria trunca,2.358194492,1.741333462
Primaria trunca,2.299089791,1.520090993
Primaria trunca,1.90231005,2.169482701
Primaria trunca,2.412878417,0.973526213
Primaria trunca,2.944445342,1.060736729
Primaria trunca,2.412878417,1.689214902
Primaria trunca,2.511249635,1.102254504
Primaria,3.608826604,1.498946356
Primaria trunca,2.555818145,1.477471841
Primaria,2.555818145,1.181563055
Primaria trunca,2.968806696,1.089936323
Primaria trunca,2.89295941,1.094055211
Primaria trunca,2.164451056,2.087336467
Primaria trunca,2.555818145,1.558520566
Sin escolaridad,1.790213214,0.725577031
Primaria trunca,2.776802513,2.01940016
Primaria,2.299089791,1.689214902
Secundaria,2.89295941,0.918243567
Primaria trunca,2.807714735,1.646082396
Primaria trunca,2.674916838,0.725577031
Primaria,2.234822631,0.646487786
Primaria,1.790213214,0.416421864
Preparatoria,2.086754338,0.973526213
Sin escolaridad,2.086754338,0.416421864
Primaria trunca,2.299089791,0.725577031
Primaria trunca,3.03706367,1.102254504
Primaria trunca,4.446053321,1.407703493
Primaria trunca,2.710546369,1.048020797
Primaria trunca,2.992328459,1.564339223
Primaria trunca,2.164451056,0.416421864
Primaria trunca,2.89295941,0.908795244
Primaria trunca,2.299089791,0.725577031
Primaria trunca,1.790213214,2.545935585
Primaria trunca,2.597772995,0.580629749
Primaria trunca,2.299089791,1.30289662
Primaria trunca,1.90231005,1.256402655
Primaria trunca,2.919184899,1.394626303
Primaria trunca,3.330272376,1.401180595
Primaria,4.327868507,1.30289662
Primaria trunca,2.086754338,1.081659632
Primaria trunca,3.272035984,1.410953269
Primaria trunca,3.330272376,0.995882196
Sin escolaridad,2.234822631,0.725577031
Primaria trunca,2.837311238,1.230683332
Primaria trunca,2.637393466,1.629558847
Primaria trunca,2.412878417,1.102254504
Primaria trunca,1.90231005,2.305711628
Primaria trunca,1.306011992,1.791597778
Primaria trunca,3.608826604,1.678555496
Primaria trunca,2.555818145,0.799993071
Primaria trunca,3.155830429,1.57013356
Primaria,2.463735744,0.973526213
Primaria trunca,2.358194492,2.261672389
Sin escolaridad,2.164451056,1.361372298
Primaria trunca,2.710546369,1.948135303
Primaria,4.432557106,1.546809412
Primaria trunca,2.164451056,1.443032374
Primaria trunca,2.637393466,1.230683332
Primaria,3.479030753,1.662413019
Primaria trunca,2.086754338,1.791597778
Primaria trunca,3.937732104,1.150407716
Primaria,3.240862021,1.486716307
Primaria,4.09948664,1.2923091
Primaria trunca,3.079025749,1.126550609
Primaria trunca,4.012460222,1.337599649
Primaria,2.637393466,1.477471841
Primaria trunca,2.412878417,1.361372298
Primaria,2.358194492,1.635088435
Primaria trunca,1.306011992,1.791597778
Primaria,3.7461495,1.520090993
Primaria trunca,3.173729076,1.791597778
Primaria trunca,2.944445342,1.818502801
Primaria,2.555818145,1.361372298
Primaria trunca,3.643948456,1.449358826
Primaria trunca,2.463735744,1.443032374
Primaria,3.224705245,1.537960545
Primaria trunca,2.511249635,1.870836194
Primaria trunca,2.674916838,1.69715672
Primaria,3.635349926,1.455656179
Primaria trunca,3.988567419,1.5080481
Primaria trunca,2.000112052,1.520090993
Primaria trunca,2.919184899,1.520090993
Primaria trunca,2.358194492,1.417429676
Primaria trunca,3.467862138,1.615638269
Primaria trunca,3.099066523,0.946180272
Primaria trunca,2.086754338,1.361372298
Primaria trunca,3.693202957,1.29937669
Primaria,4.175349607,1.637845043
Primaria trunca,3.11852702,1.313401568
Primaria trunca,2.968806696,1.520090993
Primaria,2.358194492,1.593072026
Primaria,3.383742604,1.361372298
Primaria trunca,3.370781036,1.468164723
Primaria trunca,2.086754338,1.417429676
Primaria trunca,4.439345515,1.420656386
Primaria trunca,2.000112052,2.390091572
Primaria,3.408914121,1.471274113
Primaria trunca,2.837311238,1.381422222
Primaria,3.561986224,1.492844923
Primaria trunca,2.234822631,0.830596585
Primaria trunca,2.837311238,1.615638269
Primaria,3.287086635,1.561432948
Primaria trunca,3.015064485,1.598747973
Primaria trunca,3.208144321,1.378101063
Primaria trunca,2.412878417,2.101350256
Primaria trunca,2.164451056,1.852026875
Primaria trunca,2.000112052,1.852026875
Primaria,2.89295941,1.549746501
Sin escolaridad,2.463735744,1.662413019
Primaria,1.659178241,2.334935168
Secundaria,3.256633169,1.278061524
Primaria,2.412878417,1.910004933
Primaria trunca,2.674916838,1.48978403
Primaria trunca,2.463735744,0.894491454
Primaria,3.344056723,1.776704761
Primaria,3.932405024,1.384735284
Primaria trunca,4.012460222,1.288761336
Primaria trunca,3.11852702,1.43667653
Primaria trunca,3.467862138,1.410953269
Primaria trunca,3.444925472,1.754067776
Primaria trunca,2.463735744,0.794820156
Primaria trunca,2.597772995,1.245440562
Primaria trunca,2.358194492,1.274475901
Primaria trunca,2.234822631,0.927623138
Primaria,2.299089791,0.855550319
Primaria trunca,1.90231005,0.973526213
Primaria trunca,2.992328459,1.381422222
Primaria trunca,3.948247562,1.394626303
Primaria trunca,2.637393466,0.918243567
Primaria,2.164451056,1.181563055
Primaria trunca,2.710546369,1.2923091
Primaria trunca,2.086754338,1.048020797
Primaria trunca,3.099066523,1.281637601
Primaria trunca,2.164451056,1.520090993
Primaria,4.078894111,1.215761286
Primaria trunca,2.164451056,1.361372298
Primaria trunca,2.865695503,1.181563055
Primaria trunca,2.710546369,1.381422222
Primaria,2.597772995,0.855550319
Primaria trunca,2.234822631,0.918243567
Primaria,2.358194492,1.791597778
Primaria trunca,1.790213214,0.973526213
Primaria,3.708795374,1.384735284
Primaria trunca,3.256633169,1.779197809
Primaria,3.626632269,1.452511122
Primaria,2.463735744,1.593072026
Primaria,3.801595551,1.5110687
Primaria,4.111507063,1.526073241
Primaria,4.327868507,1.474376475
Primaria trunca,3.532127347,1.427087009
Primaria trunca,3.581140043,1.83775572
Primaria trunca,2.086754338,1.181563055
Primaria,3.316191066,1.458794032
Primaria trunca,3.827554765,1.458794032
Primaria trunca,3.479030753,1.601577287
Primaria trunca,2.463735744,1.468164723
Primaria trunca,2.086754338,1.852026875
Primaria trunca,2.637393466,1.520090993
Primaria trunca,2.463735744,1.578779943
Primaria trunca,2.674916838,1.48978403
Primaria,2.358194492,1.468164723
Primaria trunca,3.846328444,1.635088435
Primaria trunca,2.89295941,1.552677371
Primaria trunca,3.532127347,1.673195288
Primaria,3.669059571,1.587372819
Primaria,3.693202957,1.691867163
Primaria trunca,3.876392311,1.624007271
Primaria,4.078894111,1.593072026
Primaria trunca,2.837311238,1.584514428
Primaria,3.03706367,1.238082304
Primaria,2.807714735,1.2923091
Primaria,4.066186703,1.62122318
Primaria trunca,2.234822631,2.252706506
Primaria trunca,2.000112052,0.894491454
Primaria trunca,1.90231005,2.216293045
Primaria trunca,1.659178241,1.948135303
Primaria,3.511414706,1.427087009
Primaria,2.086754338,1.30289662
Primaria trunca,2.234822631,2.348493087
Primaria,2.358194492,0.973526213
Primaria trunca,1.306011992,1.520090993
Primaria,5.016659378,1.208237209
Secundaria,6.750171042,1.114458515
Secundaria,4.784758635,1.219507466
Secundaria,5.307057062,1.126550609
Secundaria,3.643948456,1.306407375
Secundaria,3.846328444,1.030871661
Secundaria,3.973761886,1.026548977
Secundaria,3.643948456,0.973526213
Secundaria,2.776802513,1.073330462
Primaria,2.919184899,1.181563055
Primaria,5.082051609,1.073330462
Preparatoria,3.11852702,0.884866413
Secundaria,4.723751199,1.064948093
Primaria,4.817392782,1.094055211
Primaria,4.153599335,1.278061524
Primaria,2.89295941,1.584514428
Secundaria,2.412878417,1.384735284
Primaria,2.086754338,0
Primaria,4.74226792,1.200670413
Primaria trunca,2.744457462,1.073330462
Primaria,4.562101164,1.142503073
Primaria trunca,2.412878417,1.662413019
Primaria,3.521855035,1.384735284
Primaria,3.099066523,1.212004555
Secundaria,3.330272376,1.433487494
Secundaria,2.919184899,1.263661204
Primaria,3.91061563,1.323825317
Secundaria,6.776610561,1.130556816
Secundaria,6.010587807,1.110403056
Secundaria,6.484173071,1.138532969
Secundaria,6.588288659,1.154342408
Secundaria,6.301910104,1.138532969
Secundaria,6.566778364,1.150407716
Secundaria,6.408399461,1.126550609
Secundaria,5.25652061,1.130556816
Secundaria,3.408914121,0.725577031
Secundaria,4.661072648,1.102254504
Secundaria,2.865695503,1.150407716
Primaria,3.808188788,1.252758585
Primaria,3.571635424,1.098161242
Secundaria,3.858532,1.089936323
Secundaria,2.463735744,0.918243567
Primaria,4.185929482,1.114458515
Secundaria,4.757649897,1.114458515
Primaria,2.164451056,0.610998431
Secundaria,3.11852702,1.073330462
Primaria,4.22968321,1.089936323
Secundaria,3.916136806,1.085804493
Secundaria,3.67721132,1.004718045
Primaria,2.807714735,1.114458515
Primaria,4.08721713,1.181563055
Primaria,4.236132216,1.16996538
Primaria,3.858532,1.110403056
Primaria,2.412878417,1.181563055
Primaria,4.319602152,1.085804493
Secundaria,2.555818145,0.799993071
Primaria,3.058370539,1.048020797
Primaria,2.412878417,1.443032374
Primaria,3.155830429,0.946180272
Primaria,4.322370847,1.177708407
Primaria,4.007757191,1.16607686
Primaria,2.555818145,0.725577031
Secundaria,3.54223676,1.196870832
Primaria,4.074688431,1.267275796
Secundaria,3.54223676,1.13455091
Primaria,4.52280834,1.249104573
Primaria,4.382614713,1.154342408
Primaria,4.03543658,0.978028302
Primaria,4.372583437,1.12253221
Secundaria,3.224705245,1.208237209
Primaria,3.079025749,1.427087009
Primaria,4.091335254,1.252758585
Secundaria,3.433143426,1.102254504
Secundaria,4.421058835,1.189238969
Primaria,4.123287931,1.077501652
Primaria,2.597772995,1.081659632
Primaria,2.164451056,1.181563055
Secundaria,2.637393466,0.946180272
Preparatoria,2.744457462,1.048020797
Secundaria,3.316191066,1.026548977
Secundaria,5.943275286,1.13455091
Secundaria,3.988567419,1.039474349
Primaria,3.932405024,1.219507466
Primaria,2.992328459,1.142503073
Secundaria,4.52474362,1.16996538
Primaria,2.299089791,0.725577031
Primaria,4.501065791,1.215761286
Secundaria,4.409322297,1.102254504
Primaria,1.790213214,1.361372298
Primaria,4.503077682,1.185406552
Secundaria,5.22663366,1.130556816
Secundaria,4.216566731,1.185406552
Secundaria,4.44827166,1.077501652
Primaria,3.287086635,1.039474349
Primaria,3.500801004,1.142503073
Primaria,4.33870826,1.089936323
Primaria,4.605517429,1.094055211
Primaria,3.67721132,1.181563055
Primaria,4.612158099,1.017860419
Secundaria,4.168188718,1.089936323
Secundaria,4.432557106,1.114458515
Secundaria,3.433143426,1.394626303
Secundaria,2.412878417,0.855550319
Secundaria,3.015064485,1.126550609
Primaria,4.030911393,1.146461296
Secundaria,4.095424966,1.073330462
Secundaria,3.652430945,1.2923091
Primaria,2.807714735,1.245440562
Primaria,3.814712137,1.320359673
Secundaria,3.590504184,1.077501652
Secundaria,3.456495985,1.245440562
Secundaria,3.937732104,1.073330462
Secundaria,4.021756928,0.978028302
Secundaria,3.456495985,1.181563055
Primaria,3.708795374,1.110403056
Primaria,4.203148221,1.154342408
Primaria,3.948247562,0.973526213
Primaria,3.511414706,1.267275796
Secundaria,4.311215119,1.185406552
Primaria,2.164451056,1.520090993
Primaria,3.781381765,1.270880677
Primaria,4.68902722,1.29937669
Primaria,4.216566731,1.162176907
Primaria,3.272035984,1.081659632
Primaria,3.864543656,1.098161242
Primaria,4.267344486,1.138532969
Primaria,2.299089791,1.181563055
Primaria,3.256633169,1.073330462
Preparatoria,2.234822631,0.973526213
Primaria,2.637393466,1.245440562
Primaria,4.127163223,1.193060373
Primaria,3.079025749,1.098161242
Primaria,3.708795374,1.110403056
Primaria,2.086754338,1.274475901
Primaria,3.55218816,1.114458515
Secundaria,3.490008315,1.085804493
Primaria,4.497020197,1.252758585
Primaria,2.637393466,1.404445948
Primaria,2.968806696,1.146461296
Primaria,3.882231452,1.118501539
Primaria,4.017126619,1.200670413
Secundaria,3.864543656,1.118501539
Licenciatura o superior,2.164451056,0.725577031
Secundaria,2.807714735,1.048020797
Primaria,3.287086635,1.048020797
Primaria,3.760483911,1.200670413
Secundaria,3.760483911,1.12253221
Secundaria,4.618719703,1.035180085
Primaria,4.308392036,1.270880677
Secundaria,3.626632269,1.098161242
